crop,sha256,split,class,filename,is_cross_split_leakage
Cotton,1a22e182676bca9bff5a64f60e125c9fa4677009d07f8fb5ddebe366780030d1,train,fussarium_wilt,Figure-2B.png,False
Cotton,1a22e182676bca9bff5a64f60e125c9fa4677009d07f8fb5ddebe366780030d1,train,fussarium_wilt,done23.png,False
Cotton,4b16290ecdfb88bc26bcea24ccadd754926d250768750e79d6e15ae72f9471a6,train,fussarium_wilt,foliar-damage-from-fusarium-oxysporum.png,False
Cotton,4b16290ecdfb88bc26bcea24ccadd754926d250768750e79d6e15ae72f9471a6,train,fussarium_wilt,fus346.png,False
Cotton,6ad215d2405ddafe3f8ee0d1c22b2855f00ae41672676ff4984032d7632d70d3,train,fussarium_wilt,done10.jpg,False
Cotton,6ad215d2405ddafe3f8ee0d1c22b2855f00ae41672676ff4984032d7632d70d3,train,fussarium_wilt,fus84.jpg,False
Cotton,aa4749970a26e454ecef3c1e255897734d41389608694a3e7bdc0f5c30f37351,train,fussarium_wilt,done14.jpg,False
Cotton,aa4749970a26e454ecef3c1e255897734d41389608694a3e7bdc0f5c30f37351,train,fussarium_wilt,fus136.jpg,False
Cotton,2b11a5261ce80796dd146daa869c2bf19433555c29efa061136acb7cc8c69732,train,fussarium_wilt,done16.jpg,False
Cotton,2b11a5261ce80796dd146daa869c2bf19433555c29efa061136acb7cc8c69732,train,fussarium_wilt,fus153.jpg,False
Cotton,ea3aa95595b3babd645616d75f872d93f2b72776b1033b6fc3d4ef4999a937c3,train,fussarium_wilt,fus24.jpg,False
Cotton,ea3aa95595b3babd645616d75f872d93f2b72776b1033b6fc3d4ef4999a937c3,train,fussarium_wilt,fus20.jpg,False
Cotton,fc1c1b5512b037daf435c7452f9181b523c467e20944ae0f5c0fe110e32ef43a,train,fussarium_wilt,fus198.jpg,False
Cotton,fc1c1b5512b037daf435c7452f9181b523c467e20944ae0f5c0fe110e32ef43a,train,fussarium_wilt,done20.jpg,False
Cotton,fd1ea34ca1b8d2aeb87409a8f066cbf6b3bc95a7a454ebb0376edc2fd494aaa9,train,fussarium_wilt,fus309.JPG,False
Cotton,fd1ea34ca1b8d2aeb87409a8f066cbf6b3bc95a7a454ebb0376edc2fd494aaa9,train,fussarium_wilt,fus310.JPG,False
Cotton,78030e7257ec1760a52340ba270683aa3a1665b3bfcc9477902492528555888c,train,fussarium_wilt,fus175.jpg,False
Cotton,78030e7257ec1760a52340ba270683aa3a1665b3bfcc9477902492528555888c,train,fussarium_wilt,done19.jpg,False
Cotton,1e5c1a775c0cd0ed1bf96bb09b6eac7e579e459baae453ce800ced6587b06c8a,train,fussarium_wilt,fus64.jpg,False
Cotton,1e5c1a775c0cd0ed1bf96bb09b6eac7e579e459baae453ce800ced6587b06c8a,train,fussarium_wilt,done8 (2).jpg,False
Cotton,914591b49dcc7c5355933158fcaf04dea0148018116989abf3a7bf51ebc9d42f,train,fussarium_wilt,done21.jpg,True
Cotton,914591b49dcc7c5355933158fcaf04dea0148018116989abf3a7bf51ebc9d42f,valid,fussarium_wilt,FOV4-leaf-symptoms-courtesy-UC-Davis_468x351.jpg,True
Cotton,1401db92f344a43f4d47e2e8efc8694131664da8b9c3350b6c987e9e5c884ea9,train,fussarium_wilt,done11.jpg,False
Cotton,1401db92f344a43f4d47e2e8efc8694131664da8b9c3350b6c987e9e5c884ea9,train,fussarium_wilt,fus116.jpg,False
Cotton,e428385eeb0748f0ea0a0bd126cad79bab8be9b8a181f66e567726a9e2e9210c,train,fussarium_wilt,done13.jpg,False
Cotton,e428385eeb0748f0ea0a0bd126cad79bab8be9b8a181f66e567726a9e2e9210c,train,fussarium_wilt,fus128.jpg,False
Cotton,22a25a1f1d6184ed734f0eaebe5ec09d402f83ecb5830237f91de7180c4d298c,train,fussarium_wilt,fus33.jpg,True
Cotton,22a25a1f1d6184ed734f0eaebe5ec09d402f83ecb5830237f91de7180c4d298c,test,fussarium_wilt,done5.jpg,True
Cotton,c4f84cbc232bc56dac2677959b6e091ffd639c4d46e7c2e4cad615a253c9cb59,train,fussarium_wilt,fus167.jpg,True
Cotton,c4f84cbc232bc56dac2677959b6e091ffd639c4d46e7c2e4cad615a253c9cb59,valid,fussarium_wilt,done18.jpg,True
Cotton,75b9a266a6609d710c7a5a1aa06a3f41e14ea20e2b6d378423985bc32847cec0,train,fussarium_wilt,Figure-2A.png,False
Cotton,75b9a266a6609d710c7a5a1aa06a3f41e14ea20e2b6d378423985bc32847cec0,train,fussarium_wilt,fus222.png,False
Cotton,5e1d5ba04dbdeeaef30170cb72a5be09ded29b3aaeaf50bb37526c46c2669bca,train,fussarium_wilt,fus144.png,False
Cotton,5e1d5ba04dbdeeaef30170cb72a5be09ded29b3aaeaf50bb37526c46c2669bca,train,fussarium_wilt,done15.png,False
Cotton,b8aaabfa87d5d62ca42669fd5f3d42d72ddf8fcab620a12da1696144fab14fac,train,fussarium_wilt,fus9.jpg,True
Cotton,b8aaabfa87d5d62ca42669fd5f3d42d72ddf8fcab620a12da1696144fab14fac,test,fussarium_wilt,done.jpg,True
Cotton,e1ae28c9ebad6eb60117881090c250757a1d39c10f05bcac41348807ceb52b98,train,fussarium_wilt,fus16.jpg,True
Cotton,e1ae28c9ebad6eb60117881090c250757a1d39c10f05bcac41348807ceb52b98,test,fussarium_wilt,done1.jpg,True
Cotton,2ea48fcef90b07c3129d64f71f531b87ddd0290936479735b2d1eae0b9583cd5,train,fussarium_wilt,fus120.jpg,False
Cotton,2ea48fcef90b07c3129d64f71f531b87ddd0290936479735b2d1eae0b9583cd5,train,fussarium_wilt,done12.jpg,False
Cotton,edc67cc73301eaf0a852e7eec0f84457e7f5b2d2a25fdccec3bc0cc80e911da9,train,fussarium_wilt,fus72.jpg,True
Cotton,edc67cc73301eaf0a852e7eec0f84457e7f5b2d2a25fdccec3bc0cc80e911da9,test,fussarium_wilt,done9.jpg,True
Cotton,bcd72e18267d8a5f471ae27066f9c952e6dbbd44dffc01a56bdcccd7392487b1,train,healthy,h95.jpg,False
Cotton,bcd72e18267d8a5f471ae27066f9c952e6dbbd44dffc01a56bdcccd7392487b1,train,healthy,h91.jpg,False
Cotton,554f300cb83d8c06c68ebd8a37dcb855e6f61b5d6be6a6190faa056078b1ac1f,train,healthy,h294.jpg,False
Cotton,554f300cb83d8c06c68ebd8a37dcb855e6f61b5d6be6a6190faa056078b1ac1f,train,healthy,h296.jpg,False
Cotton,e7691d30ac567290743e98cf3ff0a72f452db5a935ccdfe21b988d195b7d43a4,train,healthy,h276.jpg,False
Cotton,e7691d30ac567290743e98cf3ff0a72f452db5a935ccdfe21b988d195b7d43a4,train,healthy,h398.jpg,False
Cotton,0dcba20fa80b03489f712471251135b89a52a9b543ab867294af2e6a94a48d67,train,healthy,h394.jpg,False
Cotton,0dcba20fa80b03489f712471251135b89a52a9b543ab867294af2e6a94a48d67,train,healthy,h4201.jpg,False
Cotton,0dcba20fa80b03489f712471251135b89a52a9b543ab867294af2e6a94a48d67,train,healthy,h401.jpg,False
Cotton,acb7bd8fba2aa294142285f701b546a72e6bfe81c2031e69b78fe2de4d774b03,train,healthy,h420.jpg,False
Cotton,acb7bd8fba2aa294142285f701b546a72e6bfe81c2031e69b78fe2de4d774b03,train,healthy,h425.jpg,False
Cotton,5e363a84faa09e481803f5096704205c6723471aef22945779c1bf9ffffee103,train,healthy,h245.jpg,False
Cotton,5e363a84faa09e481803f5096704205c6723471aef22945779c1bf9ffffee103,train,healthy,h241.jpg,False
Cotton,7f441f376f2cdc2f590a34a321d132ccc43d61cb5c93017ec045f797444b912a,train,healthy,h404.jpg,False
Cotton,7f441f376f2cdc2f590a34a321d132ccc43d61cb5c93017ec045f797444b912a,train,healthy,h334.jpg,False
Cotton,79e844a8533f3231f4753f1c677abc83a5e36eac83db0d1733fa2592f9618646,train,healthy,h140.jpg,False
Cotton,79e844a8533f3231f4753f1c677abc83a5e36eac83db0d1733fa2592f9618646,train,healthy,h137.jpg,False
Cotton,6cf6e2b249bb1e070b0dbd6c81c540c6b1d6ca2cd302b04723a0b92624a7a7d7,train,healthy,h220.png,False
Cotton,6cf6e2b249bb1e070b0dbd6c81c540c6b1d6ca2cd302b04723a0b92624a7a7d7,train,healthy,h219.png,False
Cotton,686592f9bb254df8ba516aea20f48358473b30c867e1e6d8ea82c6996d8b5108,train,healthy,h484.png,False
Cotton,686592f9bb254df8ba516aea20f48358473b30c867e1e6d8ea82c6996d8b5108,train,healthy,h378.png,False
Cotton,fb6640f94b3cd4c2e1389f5d69792c749b71d1a4c2f87596ab115d4f2107bfca,train,healthy,h212.jpg,False
Cotton,fb6640f94b3cd4c2e1389f5d69792c749b71d1a4c2f87596ab115d4f2107bfca,train,healthy,h211.jpg,False
Cotton,f67dbb73bf2bfdfe07ae3a4d9b388edb31bbb50e5dc315c9bdc2d6b18b9ddc90,train,healthy,h66.jpg,True
Cotton,f67dbb73bf2bfdfe07ae3a4d9b388edb31bbb50e5dc315c9bdc2d6b18b9ddc90,valid,healthy,h65.jpg,True
Cotton,a7f5ab25150b53a95dc27fdaa76c496520207d7de21e1edad12e4f335bd39c67,train,healthy,h321.jpg,False
Cotton,a7f5ab25150b53a95dc27fdaa76c496520207d7de21e1edad12e4f335bd39c67,train,healthy,h318.jpg,False
Cotton,c8ff17e44968016e3eb5b0372173b98bd0439c435d9fade79217571a20bab9c5,train,healthy,h477.jpg,True
Cotton,c8ff17e44968016e3eb5b0372173b98bd0439c435d9fade79217571a20bab9c5,valid,healthy,h447.jpg,True
Cotton,0b3c03b45845e91669cc5d627d0993570d652c6e2c41dcaf68f28a56d5626eda,train,healthy,h195.jpg,False
Cotton,0b3c03b45845e91669cc5d627d0993570d652c6e2c41dcaf68f28a56d5626eda,train,healthy,h194.jpg,False
Cotton,0b3c03b45845e91669cc5d627d0993570d652c6e2c41dcaf68f28a56d5626eda,train,healthy,h192.jpg,False
Cotton,581b5fe4eae46a4fecfe93cf5a2bd5a4c50dc4b6a4927ab492eee371bcb95dab,train,healthy,h309.jpg,False
Cotton,581b5fe4eae46a4fecfe93cf5a2bd5a4c50dc4b6a4927ab492eee371bcb95dab,train,healthy,h114.jpg,False
Cotton,a36bd2c00282d5e6cce83688a35c68b93a15c40d8fd9d2479eeda1664f21584f,train,healthy,h179.jpg,True
Cotton,a36bd2c00282d5e6cce83688a35c68b93a15c40d8fd9d2479eeda1664f21584f,valid,healthy,h177.jpg,True
Cotton,d928c123f22a406417ddf9fd53689715ec5c925d68a40d4dfd3f0a03bdfc2e35,train,healthy,h147.jpg,False
Cotton,d928c123f22a406417ddf9fd53689715ec5c925d68a40d4dfd3f0a03bdfc2e35,train,healthy,h155.jpg,False
Cotton,ae7d14e0d5a747eeca75b880ef3808e1b66d64546f9c15ba81f9b833f4a8e8c7,train,healthy,h303.jpg,True
Cotton,ae7d14e0d5a747eeca75b880ef3808e1b66d64546f9c15ba81f9b833f4a8e8c7,valid,healthy,h301.jpg,True
Cotton,77fcc3d3fdda33fed460311e3ec8bdec8ced26e08b6dedc99057b101343367d0,train,healthy,555.jpg,True
Cotton,77fcc3d3fdda33fed460311e3ec8bdec8ced26e08b6dedc99057b101343367d0,valid,healthy,h484.jpg,True
Cotton,06037909a51c0078f96dfef00883209ddf19cf0441046d330c2cb07d6f9f9fbc,train,healthy,h109.jpg,True
Cotton,06037909a51c0078f96dfef00883209ddf19cf0441046d330c2cb07d6f9f9fbc,valid,healthy,h108.jpg,True
Cotton,cbe24bdecb527b5258521b8f55e319eeebef2b963822b8ad124d2557815b478c,train,healthy,h295.jpg,True
Cotton,cbe24bdecb527b5258521b8f55e319eeebef2b963822b8ad124d2557815b478c,test,healthy,h302.jpg,True
Cotton,ad810cfd280fb98e1afae9712811acc8d13e35059b5024c0900c8562737c698d,train,healthy,h395.jpg,False
Cotton,ad810cfd280fb98e1afae9712811acc8d13e35059b5024c0900c8562737c698d,train,healthy,h279.jpg,False
Cotton,a63227c7929db544e221b8d9d393e3d536c4988ea1ca3013259a0710794d8287,train,healthy,h277.jpg,True
Cotton,a63227c7929db544e221b8d9d393e3d536c4988ea1ca3013259a0710794d8287,train,healthy,h341.jpg,True
Cotton,a63227c7929db544e221b8d9d393e3d536c4988ea1ca3013259a0710794d8287,valid,healthy,h399.jpg,True
Cotton,043baea8c07def7d5fe78cbb90ad1538c6e38b546536b0cef98c8aaa4e920e5b,train,healthy,h202.jpg,False
Cotton,043baea8c07def7d5fe78cbb90ad1538c6e38b546536b0cef98c8aaa4e920e5b,train,healthy,h205.jpg,False
Cotton,a998e249ece27eafc9a1b9eeef02c6d15974a1586f1e08823203e30f0b9f2445,train,healthy,h392.jpg,True
Cotton,a998e249ece27eafc9a1b9eeef02c6d15974a1586f1e08823203e30f0b9f2445,valid,healthy,h416.jpg,True
Cotton,d05cbc8c0ad93d97c443281f7bed1db59c49401a5667c29e338f00788490c3dd,train,healthy,h389.jpg,False
Cotton,d05cbc8c0ad93d97c443281f7bed1db59c49401a5667c29e338f00788490c3dd,train,healthy,h386.jpg,False
Cotton,558d188e79887c6761b9e9907b31a9739cf303c5007a29adfe9f7b4f41bb2b69,train,healthy,h498.jpg,False
Cotton,558d188e79887c6761b9e9907b31a9739cf303c5007a29adfe9f7b4f41bb2b69,train,healthy,h388.jpg,False
Cotton,431558e8514cd45818fa57725b3e180f247ff5d83a926c4c3b4f12e6b4eaaef1,train,healthy,h125.jpg,False
Cotton,431558e8514cd45818fa57725b3e180f247ff5d83a926c4c3b4f12e6b4eaaef1,train,healthy,h130.jpg,False
Cotton,792cdfef53054f0cff33262f15d3b98dabdba25e916f0a8495a994d9f2498ef9,train,healthy,h154.jpg,True
Cotton,792cdfef53054f0cff33262f15d3b98dabdba25e916f0a8495a994d9f2498ef9,test,healthy,h152.jpg,True
Cotton,d3c98892fd4cb0217c48e3e8c1478c4fd731deaee761e1d2b2f1b4a4bdf62399,train,healthy,h51.jpg,False
Cotton,d3c98892fd4cb0217c48e3e8c1478c4fd731deaee761e1d2b2f1b4a4bdf62399,train,healthy,h47.jpg,False
