crop,split,class,filename,size_bytes,width,height,mode,is_valid,sha256,dhash
Cotton,train,bacterial_blight,bact248.png,25652,250,380,RGB,True,b7f6b08d556b1f1e150c398cebb83918a35c8b41a8514552107d532677e40c65,d8e9e9a1701496c6
Cotton,train,bacterial_blight,bact376.jpg,80125,510,768,RGB,True,a49dc9bde9115dfe28b6bce406e8961a869b47992b2166b2d973f213ba6974f2,c383ce4eedafa659
Cotton,train,bacterial_blight,bact403.png,285994,292,390,RGBA,True,5d2aa40c6995e68b2068e2c826b29e67c61b662e6263a7d578acd0967f847aa5,161012422c3e1e1f
Cotton,train,bacterial_blight,bact320.jpg,29212,225,300,RGB,True,7acce970a67bee395fe4d6aec068e4ef4fc0c23107ec686e9a57d554a6dfd499,afbc313d3626330f
Cotton,train,bacterial_blight,bact230.jpg,247155,1024,768,RGB,True,51eedf25707941e4d08e23d46d30cd1328539604ed1efe24def0bbe496dbed56,c484ca42787e743c
Cotton,train,bacterial_blight,bact85.jpg,71465,450,600,RGB,True,fad7e9bc68bc082f19686a9b849daa8296f6fd9f51e015d1820bf7c3ffed1e0c,6417179f8f1da5a2
Cotton,train,bacterial_blight,bact131.jpg,205211,1024,683,RGB,True,79a2bebd8b461263b67d77df02b78f769c79903321e7a65a55d3af5ab6655cfd,cfceceafcf4a4849
Cotton,train,bacterial_blight,bact245.jpg,36029,380,250,RGB,True,9b4a907172bfbbb20d4ed391a160b3a8b59d5229178d1b9f21239a7614e78121,702c6c6d6e674707
Cotton,train,bacterial_blight,bact182.png,26926,380,250,RGB,True,7578d191edfd7b41c72a53980196a0f3417f70fcd6d7f410d17a630d7a7dfb37,17ed7c1c88d9436a
Cotton,train,bacterial_blight,bact104.jpg,43052,600,400,RGB,True,cbd8716dd54e42e39f8fc57ab8231308c6123c6d8bab1de57926dd5e6ed9d68c,b9435a5c14144449
Cotton,train,bacterial_blight,bact420.jpg,60215,419,327,RGB,True,4152d0807cd9297512124b0f5092db8c999b1e9e2f71c8c95af8afcfb04bcd87,6e4ef29296264474
Cotton,train,bacterial_blight,bact24.jpg,36811,720,540,RGB,True,e66a54b039337dd7196c04491535241d56a0a9867ba9ba6f9efcc17ea39a5bd2,7333b6d6f263646e
Cotton,train,bacterial_blight,bact232.jpg,247100,1024,768,RGB,True,f305c891e0db9381ca5236eb46d35c359517eacc0129e51671c91dc513eb064f,c3d181e1bdacdcdc
Cotton,train,bacterial_blight,bact53.jpg,119290,768,1125,RGB,True,804833ab2d0df69eb58a1c268acb95e1d639ea7056be80b8cbbac4fd6123e418,3f3d618c963fb797
Cotton,train,bacterial_blight,bact156.jpg,91430,501,332,RGB,True,a3ba970fa079f5619e6ba5826d8ca6ae3609c59762a5e66836c48be8354039c8,c8ed3b3dad7d3cdc
Cotton,train,bacterial_blight,bact192.png,39655,380,250,RGB,True,3e8639b1ff209103ffe4feb4169a8dcfa6a339d63f0e7843c60984f1f6b0f9ad,8ac7e5e9ebf6a5e3
Cotton,train,bacterial_blight,bact0.jpg,76787,501,332,RGB,True,0b300a26b80b75ad685909a067b54315e3d948eef2232cb7117bf5b217f1e3d8,c44351520321488c
Cotton,train,bacterial_blight,bact100.jpg,19686,300,260,RGB,True,4e3b18ac536d82fda8908b998f3dad62ecb399c8b47b27fa1eb24fd4bb285442,1f1f1d8909c9d9e8
Cotton,train,bacterial_blight,bact181.png,25633,250,380,RGB,True,0a8e4c6da610815b793177b4264893714ec238fb38b8e28b9388f59ce6b19b57,9c96d3f17a6868e4
Cotton,train,bacterial_blight,bact60.jpg,141045,768,1125,RGB,True,251a797f7e11e6b2afbfd988dd5959f973b565170ecc1cfb074791134004fb41,06120296ce790303
Cotton,train,bacterial_blight,bact410.jpg,64360,416,326,RGB,True,d96e26721c86d76edfbacfb2761ebd921c49c77d7d64a88350be38131a4b5e9e,898a848d591f3a70
Cotton,train,bacterial_blight,bact319.jpg,28976,300,225,RGB,True,7899cb05f7d565697dbd221a52ff7f91b3b1a730e625e50090087539cfcd0ba0,4c4b0e1c1c4c8ccc
Cotton,train,bacterial_blight,bact285.jpg,9829,277,182,RGB,True,4ad38e16eb799fa11b3bfae5281cbe28fbcf6aeae4842301ae961d968ec92585,e9fb7ff69399393b
Cotton,train,bacterial_blight,bact353.png,258404,359,269,RGB,True,412e7026090db1e28fff81061db210904465b75ed012d1ccadad0aea057486b5,9d3d3918343fb7c1
Cotton,train,bacterial_blight,bact242.jpg,30626,250,380,RGB,True,1e383e65a1ab387b4429e0ba4aaee089d3396dd414395d601ad121382e9eb26c,c183676bae0d00c1
Cotton,train,bacterial_blight,bact238.jpg,10734,194,259,RGB,True,190dee16e8f80c02289c52dd5f7a4230c8eaff9c6bbb6ae37746fe646496ee2e,0080002662202800
Cotton,train,bacterial_blight,P1010086jpg - Copy.jpg,29957,300,225,RGB,True,56ab970bc0e0c5be5eed630da5d0cf28f70bda8c0fa5dd897e0d60ef4a6a2423,b278a617a1b31f2e
Cotton,train,bacterial_blight,bact154.jpg,84961,501,332,RGB,True,5a853be8ff20a240fb01ae2f7405fb1b1e4c7f35a36b6aff6c2c6a318b741089,c4c3414a432148cc
Cotton,train,bacterial_blight,bact418.png,125377,421,331,RGB,True,d3d8240703d4c637f53da9bbf2ea1dbc2959a487820c783dfd645cc0c161b9bf,0919dd96226ace17
Cotton,train,bacterial_blight,bact283.jpg,8782,277,182,RGB,True,16a3b465c2b6ad3a108000d1edb39496b29c29716ef6ed6d34e5fb497efc33ed,2363663690012068
Cotton,train,bacterial_blight,bact339.jpg,20352,225,300,RGB,True,12b38d072a9cdea5bd3f97b35cf926bade794841eacba414c0581660302b7dde,1b92e9496ccc1d4c
Cotton,train,bacterial_blight,bact249.png,25624,380,250,RGB,True,e1199cd7131494d802f90622f52b37889f9afe36523ff259a7fc5ff16bb860dd,a92d64eec7c14817
Cotton,train,bacterial_blight,bact445.jpg,126365,471,561,RGB,True,4fcf070714ffbe15a99cdeb05b4a346a72154b535580b26e0ccb99d5eca592fa,cb8fce0db9b9856c
Cotton,train,bacterial_blight,bact171.jpg,12093,215,235,RGB,True,5820dcbc17867520815f80156e9b3161b188f3ee43543f63d3984d1e22d83b8e,cc951556a7a5c041
Cotton,train,bacterial_blight,bact377.png,24386,380,250,RGB,True,d8dfc253c83e83be303ccc2506de37108a6ec97089a599aa32c12eaf1650b5a7,0e0d8d0909193b3b
Cotton,train,bacterial_blight,bact368.jpg,51177,432,768,RGB,True,4a32fceb48918c7ee9487f1b87f900bc4c4576443fe1e948c516aee8a8eaa057,a93c46d4b472c07c
Cotton,train,bacterial_blight,bact185.png,27187,250,380,RGB,True,271a4c500db1172196bb2604293301bea8ea5b20cc1195201479117140cde60e,9c96d3f17a6868e4
Cotton,train,bacterial_blight,bact34.jpg,44774,720,540,RGB,True,b9c2c4adae4023ba1f0a31283d04153313944e11cd6817e518b05c0a8c3afe0b,c6dcf43373733339
Cotton,train,bacterial_blight,bact441.jpg,124279,471,561,RGB,True,e3abc488f507862c31058fa457274191ca4c097a5420cbbbdca74bc5ae6f6b19,c94e66624f840e2c
Cotton,train,bacterial_blight,bact113.jpg,190866,768,1024,RGB,True,447b169164d793a36a9b1f5d8a25bf9cfd10397928906973ef3676b6dc71fa79,bcbfbdf9c98f9fdf
Cotton,train,bacterial_blight,bact141.png,73559,153,173,RGB,True,edd430d43a43940464c53860b63cd183356dfb416a31ff4bf6c439c3219fd9cb,b3667eb3a7d3532b
Cotton,train,bacterial_blight,bact255.png,38451,380,250,RGB,True,0f92d953d76977672834dda1f6b53e92c46264e1e6c9f201b01e73288eb5006e,085a902868581cae
Cotton,train,bacterial_blight,bact344.jpg,22526,300,225,RGB,True,1a87dd5336515d056619631e075137fd36192e2b989a2a9ff34f061d70f07586,8e9e9e2733bf3f1f
Cotton,train,bacterial_blight,bact68.jpg,191863,1024,768,RGB,True,c7a747e43dced6342cb53d9cc3005b1ebc65dc3d219643e6726217c1d538f606,69b2325133e0cccc
Cotton,train,bacterial_blight,bact429.jpg,66253,331,416,RGB,True,bc7f97fe50e642dd8e83bf0d9036bc42acca139930baa6ec7610eae3726a554f,1273f9f0f2c198c8
Cotton,train,bacterial_blight,bact189.png,37204,250,380,RGB,True,050e0c2101f3d9403c65278df68b0497cbfe8f5236873d4f57bc75734ec1c746,4e6c6964615436b6
Cotton,train,bacterial_blight,bact26.jpg,47934,720,540,RGB,True,3f5bd53bbe53ad77cd225e6bcff35068a2af2013d2983c0257a6788350e0830f,89d939b094123231
Cotton,train,bacterial_blight,bact384.png,27239,250,380,RGB,True,e125012be979cbda044059dfa2f7a362a06c3dcaa4c2077827142ea3f60489fe,23cfeffbefd7db71
Cotton,train,bacterial_blight,bact386.jpg,46134,293,391,RGB,True,42aa341ca88ee4ade13cf196a58f0abab42113c018c4f48cbd6abe398022fdc3,323474cb07116c4c
Cotton,train,bacterial_blight,bact219.jpg,2594062,2592,3872,RGB,True,a98d76f9e3e8ba437a4bcbf246e4873b370c1513d18b5353a9aa2b610707e6db,16152b1f5a180300
Cotton,train,bacterial_blight,bact38.jpg,31742,720,540,RGB,True,5fc691327a1f590079e8fe91f2d4341deea195b1a12b42406296f95b2400e9ad,8084d0737132336b
Cotton,train,bacterial_blight,bact216.jpg,15510,300,169,RGB,True,3b86c250391cf11f60030b169887e624a7cf17ec2ea870f10f276a4c9a9ecf09,46c3834e26272626
Cotton,train,bacterial_blight,bact430.jpg,66305,416,331,RGB,True,9c8c88d885f5bc95eba7f8fbafa437d6295ae597dc2a3fa590893be9248c37d0,bddedbf1b176f676
Cotton,train,bacterial_blight,bact271.jpg,27078,380,250,RGB,True,9d488e35ba9ee20c964f778119e5e657190a3d27d154f6862a6e70d8027b6ffe,9999915292bcb8b4
Cotton,train,bacterial_blight,bact416.png,125490,421,331,RGB,True,ce2c67a2fdf8b49a62ad85cee5119efc68d91f0ddc092ce5015b747b30e23809,178ca9bb9644676d
Cotton,train,bacterial_blight,bact236.jpg,10851,194,259,RGB,True,3e964fe963f5c0326ea2a8477c7395dd0fa9f47e76bcb6f434e29f4094f9f14b,ffebfbb99bfffeff
Cotton,train,bacterial_blight,bact187.png,37441,250,380,RGB,True,2633ee4224e4fd90031797b886b832b8945be3ff081a53fbd011a92eca5402ce,9293d579d969498d
Cotton,train,bacterial_blight,bact163.jpg,52405,283,407,RGB,True,8e958e06b64cbebcec93d2d1375694e661f8ceed4a27c919b69eac97a34ad16a,37b76e8dbdcc07d3
Cotton,train,bacterial_blight,bact305.jpg,92583,571,428,RGB,True,f4bab8c00cf76aa1a522549c5928096973a47f30adac050b7fe2bb740d1dd3b6,a4345e44352c4a53
Cotton,train,bacterial_blight,bact218.jpg,2655372,3872,2592,RGB,True,1d2a86c7c091d7594e41206162e42649b4eff80f8cf68a085e89346b717e5848,6a663e3fadadcece
Cotton,train,bacterial_blight,bact423.jpg,62292,327,419,RGB,True,d9883b2ef3d9d9230d9a639960d2af7dbb96ba3c05dda6f61c7febbc39837b4c,0820282626217012
Cotton,train,bacterial_blight,bact317.jpg,27660,300,225,RGB,True,bc3b4b4c32fb40ef394b1eaa0886090cdfbb3457a80fb11c72b53a4d83706e79,cece8dc7c70f2dcd
Cotton,train,bacterial_blight,bact41.jpg,31435,540,720,RGB,True,4527dca226c1dafb2f9787cda7cd636657d699cddc296ad77acf3243da907c87,d3e3e6b1f4e6f3f0
Cotton,train,bacterial_blight,bact419.png,122180,331,421,RGB,True,27e8038c715fb7af17d1212201181bf235b3642eaae485f5c37292b9996f2d99,1797662759a29090
Cotton,train,bacterial_blight,bact90.jpg,103297,619,768,RGB,True,737bf8a7a3c76c4b5877c69817f6b0c06c2b14f67ff0c67b4f8e1925935e44ba,6c883b13940919c6
Cotton,train,bacterial_blight,bact356.jpg,60202,336,600,RGB,True,089c9d3845b39ac11b6a377503706868a1f7ed53a03eab2da5d651c1411d4bd9,789b13b4a0f98c2b
Cotton,train,bacterial_blight,bact306.jpg,93971,428,571,RGB,True,3071c81d844288b36b0d2d712a4bf1c4aa703c4772e5747603570d74e37aecf5,a987269dcdc7cb03
Cotton,train,bacterial_blight,bact385.jpg,45719,391,293,RGB,True,b94980d6354c61f34943d21d9d516474f47f5b968d346ee28242a3331ae09d2a,35b1797b170389e5
Cotton,train,bacterial_blight,bact302.jpg,75013,571,428,RGB,True,9acae420502e9eac30237ee06a1e802aa9455112133b1800c62325ba346285ed,35adcb53dd85d3da
Cotton,train,bacterial_blight,bact162.jpg,50714,407,283,RGB,True,f06fec7f72ace56f14fbc76eceb76c6dcde22a43ed591c1c0d997689a393cb84,c485cc49294d4b2b
Cotton,train,bacterial_blight,bact241.jpg,30767,380,250,RGB,True,b549e4aa38659e90eb24584f02acf87bc7a337202ef1ee821c658f4c6e2d1253,742c6c6d6e664707
Cotton,train,bacterial_blight,bact360.jpg,66183,336,600,RGB,True,011ec7376fbcb19b829c79313ddf1b67f3f1ad6b7bc43e27a75451d31fe9a4ff,789b1394a0d98c2b
Cotton,train,bacterial_blight,bact288.jpg,118298,666,1000,RGB,True,a39c5b9fbf895a5718376f3a7f17e88d8544f11867177e82bc45373a092255d4,48929fcb9bc96186
Cotton,train,bacterial_blight,bact352.png,260382,269,359,RGB,True,802f81933d33f8b71c610cae865a06e7c0d83a8fed0b1718c7ea01d9dd17ed21,8bc7edecdcb2c2cd
Cotton,train,bacterial_blight,bact186.png,38451,380,250,RGB,True,0f92d953d76977672834dda1f6b53e92c46264e1e6c9f201b01e73288eb5006e,085a902868581cae
Cotton,train,bacterial_blight,bact304.jpg,89555,428,571,RGB,True,218f3e88aeb9f1f8ed5a9090e051723e89f33d41ac18065c1c0ce12c3df0d295,3f2c1c4c469b1e6a
Cotton,train,bacterial_blight,bact393.jpg,238239,500,375,RGB,True,ec97998b4ccaaca8b769ad7805909633268a7430a732aca5f37f398f1094acd6,c8a9b997179f0b47
Cotton,train,bacterial_blight,bact76.jpg,30198,300,225,RGB,True,86bf08e1c52adb91a6236a4dd3d79f738c842be8a73b3ed52ce08821cb9a82d7,4d4e6ecb7f6e6636
Cotton,train,bacterial_blight,bact30.jpg,35321,720,540,RGB,True,0e5dbe0cc61c803eab6baf5954d66b84237bb97d3b6d12caf2e56b9487214cb0,c6dcf43373333339
Cotton,train,bacterial_blight,bact135.png,696384,486,486,RGBA,True,d00482e0bcf6dcf2fe9b6202e7a6d697593682cd73e9f392f55918d1fa5bf0d5,88986769bcc38f1f
Cotton,train,bacterial_blight,bact351.png,258172,359,269,RGB,True,ee49a86a528408d8d55b7ba367b9e1b676fd0fc87a1256685d0ddf1fdf7db8ec,7c1203d3e7634346
Cotton,train,bacterial_blight,bact57.jpg,134717,1125,768,RGB,True,2e4042b7a0eb3915059eb02f79b52713ed30d775ae658d44a4a6d5b279d1a5d6,bab4363031101030
Cotton,train,bacterial_blight,bact311.jpg,225065,768,1024,RGB,True,71d40be5775fefd80e322809414843e0566d6c42f66ef8b54ca2f06633433a8e,2f4b6b6e49e8a470
Cotton,train,bacterial_blight,bact146.png,70839,153,173,RGB,True,c14659a7d9158df04e415181f8023daa6d60c19797a05dd735494aa3f92a2322,b3667eb3a7d3532b
Cotton,train,bacterial_blight,bact275.jpg,29989,380,250,RGB,True,044aeb8d1dc83a6fa249d99398e76ebdb00758075c8c7240be0b81351d72f240,d999915292bcb8b4
Cotton,train,bacterial_blight,bact221.jpg,2594166,2592,3872,RGB,True,6810cf9330b8f19232f4285b3e6d608d44e116cdd51367e64b45f011f7c12878,ff3fe7a1072b5797
Cotton,train,bacterial_blight,bact198.jpg,54502,600,300,RGB,True,dd3acb18f32fbcf658052bb3a018dab90af2a4dbaad285d346b678cdf33ba6f8,19a168387272939b
Cotton,train,bacterial_blight,bact359.jpg,69098,600,336,RGB,True,0f1d2d17f83bf52c6ca12b0127901812ae3036e2af37242ee61c1fc88f8e8d68,6f263971636d1e94
Cotton,train,bacterial_blight,bact179.png,25652,250,380,RGB,True,b7f6b08d556b1f1e150c398cebb83918a35c8b41a8514552107d532677e40c65,d8e9e9a1701496c6
Cotton,train,bacterial_blight,bact118.jpg,175438,1024,683,RGB,True,9b0d113db77912808e554755cebfcb0717014d3060f7f33df159b3668d6b5207,6dedad0c0aac8c0c
Cotton,train,bacterial_blight,bact29.jpg,47710,540,720,RGB,True,64ea282e62e49c4ee9d6d84ebd7681f0c6b3772c46124adeb00fd35e749adf75,d0e176123377b1b1
Cotton,train,bacterial_blight,bact296.jpg,104808,366,490,RGB,True,c0f8e7a7c6186494f16bf64d21ec383630b0452f06973540efcc2962aaa29dec,1343c5c14681c8e6
Cotton,train,bacterial_blight,bact160.jpg,39964,407,283,RGB,True,127db29271c89aba1a03685851c16c93cfaa8ce258704db0c303745d3de2d95e,2b2d4d6b6dcc5edc
Cotton,train,bacterial_blight,bact293.jpg,90185,490,366,RGB,True,a20b92843bd6ba6daca60e7554718bc952195d67d816cfbf299f47de8893f93d,68aa6a4a31354b98
Cotton,train,bacterial_blight,bact44.jpg,43993,720,540,RGB,True,4d9c59df05a978db5950d87639a1a3de5ef06d7bf124fadf5eda523229dd94bf,3933327131f4dcc2
Cotton,train,bacterial_blight,bact298.jpg,104913,366,490,RGB,True,45c2021a8354e86c2c962e69c1ee37467e48842a96acf8cabd1ab46ba39cef72,98ec7c9d7c5c3d37
Cotton,train,bacterial_blight,bact149.png,237670,275,377,RGBA,True,07b6a05adbcff6b3aeccd0633681a48abdc3396e01727cafe560ac008222f1de,e047992c2d664794
Cotton,train,bacterial_blight,bact103.jpg,43259,400,600,RGB,True,ce67f9b5c6461a24a3378d31b1532d56b7a94e435c898a6974232f18739ac9a7,48929fcb9bc94186
Cotton,train,bacterial_blight,bact323.jpg,32588,300,225,RGB,True,e89070cec2fa8ad3798d249d7e540c5d6a1d4b4c9fcce7ceb07752568f784cb3,464e0a6fa72dcc6c
Cotton,train,bacterial_blight,bact31.jpg,34775,540,720,RGB,True,dc8c5eeffb498948a3a3fb5abe6b4121e3cc28e96183aff02080d55da610cca1,7070d17350f0f0f2
Cotton,train,bacterial_blight,bact395.png,230216,390,292,RGBA,True,6f6301b66ee0f388349eb5790cdc162d97036e8dd466d40c04a4d9c601cca895,95171e94668decac
Cotton,train,bacterial_blight,bact169.jpg,20637,290,197,RGB,True,82b096d425cac9be374cea11d63dda4f51e52dd6987d7e2345d594fc0220946c,bdf4969b9f9e5ada
Cotton,train,bacterial_blight,bact129.jpg,197925,1024,683,RGB,True,01d4357e318b5d50cc5b39384a7498fe05936d91cd2575a171da4d043fdb3401,6cedad0c0a8c8c0c
Cotton,train,bacterial_blight,bact166.jpg,20431,290,197,RGB,True,54a9ab807637709d50a0d44ab656bb44a432cda2c6fe9205dc51d57b558f085e,a4a586062696d042
Cotton,train,bacterial_blight,bact279.jpg,6595,277,182,RGB,True,14c3b620a8b89c209cdce61d38f96b6b6298122805f46cacc26ef624e241ec92,2363663290112068
Cotton,train,bacterial_blight,bact261.png,41545,380,250,RGB,True,f2dc1f47cf6d83430bd9ffbb96b884a1e4a87e3800a9c95045619154788ad5ec,8ac7e5e9ebf6a5e3
Cotton,train,bacterial_blight,bact325.jpg,28442,300,225,RGB,True,9a388412acc6b6aa6f13a30098b73b9b1507b02ba5a2eee192236371bff2229d,c9cc4b1a09af8d9d
Cotton,train,bacterial_blight,bact425.jpg,69281,327,419,RGB,True,f76c6e26244e5d19a984c28e1506cb4f0cdee97c5216a2351cc3c5852276cde1,b7f17b9b9bebfbeb
Cotton,train,bacterial_blight,bact9.jpg,35456,720,540,RGB,True,e3ac8320345488ec82fa275dcd65d79fd99a91438dbfcdaae146351cf3688bb7,e4d451311113b221
Cotton,train,bacterial_blight,bact331.jpg,43119,720,540,RGB,True,062e5d0f158e79df6d3ce981ed266ffd30589523adf0384f45d217eb34762f1d,dc4eaa1383257373
Cotton,train,bacterial_blight,bact299.jpg,68439,428,571,RGB,True,0309c15263bc92b280e4712ef210e561be038f6b645abcc7434d68311e1fc8ef,3f2c1c4c469b1a6a
Cotton,train,bacterial_blight,bact170.jpg,9432,235,215,RGB,True,db5dc9178cf7d83af82a49fe574258ea7f9625c967908bd49acb65f80f9ead21,293997074669194b
Cotton,train,bacterial_blight,bact390.jpg,52614,293,391,RGB,True,d6d9107028ece4c3bf5b611a941ee7152efd37db6d216c5964e9d0507bb1857a,323474cb07116e4c
Cotton,train,bacterial_blight,bact6.jpg,34960,540,720,RGB,True,1fdd043a545e90fb2ec84f64d9473e1e1f5258ebb3cd808bad8dcbd36c2115c7,7272b1b694b17171
Cotton,train,bacterial_blight,bact112.jpg,191294,1024,768,RGB,True,a20dfaa06fe7fc14bd994e151c9d069d73cf5800627d8d078f197565c8ea2cd2,133a5868d84a0723
Cotton,train,bacterial_blight,bact413.png,127537,331,421,RGBA,True,5049dd122fa71ab945d109fddd9b2eb1f610981f4fb40477da772d5a86cd9ff7,d6f6ba651b991607
Cotton,train,bacterial_blight,bact340.jpg,20452,300,225,RGB,True,e83e58afd22293f7f320f8227d639de720b623741478457a2150dcf57d365cda,8e9e9e2733bf371f
Cotton,train,bacterial_blight,bact391.jpg,53594,391,293,RGB,True,c3c11d3f9c12fa3e067007b5e09e1f4ab974af5eadf97f59021e674fd0a95e71,586e3f1721617253
Cotton,train,bacterial_blight,bact343.jpg,21438,225,300,RGB,True,d75bd4919250feaa243ebedfcd0a9cf61c30301aafd30a29776c490138ac399b,1b9ae9496cce1d4c
Cotton,train,bacterial_blight,bact273.jpg,25995,380,250,RGB,True,c4f196e2c25bd3b0aea890c146cfedbbc902805d25bb17fd32b22a31ddfcd641,d2e2c2b6b5766664
Cotton,train,bacterial_blight,bact227.jpg,115273,768,1024,RGB,True,ae484ac67fd2a46c9111b2cd6ad5cfd139b116392d21dbd21a5f8c50964888f6,ef8c0c084ecf170e
Cotton,train,bacterial_blight,bact363.jpg,48190,768,432,RGB,True,9ad078d071de242312e7e0be8c30f90e57c44490503ec2653676908beb263a6d,90a183c28a898828
Cotton,train,bacterial_blight,bact240.jpg,30736,250,380,RGB,True,fa9e15801f900684bec4a4744ac2742837f71afe2bb045b2555e57448e14ae43,7cbf4f8a29183e7c
Cotton,train,bacterial_blight,bact25.jpg,36620,540,720,RGB,True,3672d25c243a85fd921341ef05d493fa0dc64eb93d4a3ebf97fd211ee78f3b2f,f0e176123377b1b1
Cotton,train,bacterial_blight,bact107.jpg,51397,400,600,RGB,True,70ffb8df35b798e30025627e8f5111c31d2c790bc0a9b3d57777816daf4d0894,48929fcb9bc96186
Cotton,train,bacterial_blight,bact150.png,264961,275,377,RGBA,True,b127f27f9539926388c94e69e7dde732f16d8c59da89e6baf14f907bad696055,e147992c2d664794
Cotton,train,bacterial_blight,bact17.jpg,35328,540,720,RGB,True,fb7bdbba38e4fdd1f4fbe37a6a79e3fa4ed0a82311e0e7e0014ecff5f18d093f,b1b1773191f3f170
Cotton,train,bacterial_blight,bact262.png,41228,250,380,RGB,True,0a1a1a1ff4893dd19389a06798d2db5a2186515ea95d22f4ea2670cb807fb26e,4e6c6960615436b6
Cotton,train,bacterial_blight,bact136.png,696676,486,486,RGBA,True,81c98c586244bc03fb1458efdceba8818e479553e6079c76729b94bb400487fb,1b02c303a43153d2
Cotton,train,bacterial_blight,bact244.jpg,35585,250,380,RGB,True,3a1b40e77bf6a651ed9c4d640c70d2b6c7209e10c7f34e4c17c2398817c74979,7cbf4f8a09193e7c
Cotton,train,bacterial_blight,bact435.jpg,69661,331,416,RGB,True,84af17f7323b9fdc4fbea488fb5cf3694e6fe81dd43af59b11b9a939cb25da01,ece67cb0f0603137
Cotton,train,bacterial_blight,bact367.jpg,51707,768,432,RGB,True,bc3f86ba2618eb426fcdec0fbbfdfefc804d6be66adee0ddcbbd546301df4da2,90a183c28a898828
Cotton,train,bacterial_blight,bact93.jpg,99442,768,619,RGB,True,37ef91b5ab16726cbc23823574cf44f21015c65824b7a6b13a4538922cbd697a,84c4c6c1c062b273
Cotton,train,bacterial_blight,bact440.jpg,124557,561,471,RGB,True,06bae8a37036591c64500022da61303474af0d10a7b74044e36eb5b2626c8d72,177a480d3c3c17e5
Cotton,train,bacterial_blight,bact161..jpg,40084,283,407,RGB,True,7f514e7ca68e2593bc6158aefe0405ef1e02eff1cb4b4b76708149bbfdc68549,341fcc404e891213
Cotton,train,bacterial_blight,bact191.png,39405,250,380,RGB,True,b7a303f11215b4a1b45ad96e8339ab79f98b5f7d020ab0b18fd44d929bcc3505,9293d579f969498d
Cotton,train,bacterial_blight,bact446.jpg,129169,561,471,RGB,True,badb6f9871e75d12e4ef9f82f8956f7fc1ee8ede0fb1495d1f3d8d7a6d1ccb76,173a480d3c3c17e3
Cotton,train,bacterial_blight,bact19.jpg,50789,540,720,RGB,True,f2888e38060813f57848a9bf7d1410954c90840f1ac0016a7512baa460412172,e070307653117272
Cotton,train,bacterial_blight,bact246.jpg,35712,250,380,RGB,True,3dcdcfc6d25327a944b6c960fca459a800f92d743bb25645ee994f24a9c76069,c183676fae0d02c1
