record_id,state,district,taluk,hobli,office_type,rsk_name,office_name,designation,officer_name,cug_number,all_phones,place_of_office,pincode,verification_status,source_sl_no,source_line,source_record_raw
KA_CHIKKABALLAPURA_BAGEPALLI_1233,Karnataka,Chikkaballapura,Bagepalli,,DEPARTMENT_OFFICE,,"Gulur,ADA office, Bagepalli",AO,,8884003768,8884003768,"Gulur,ADA office, Bagepalli",,VERIFIED_FROM_OFFICIAL_SOURCE,21,1233,"Gulur,ADA office, Bagepalli | AO | 8884003768"
KA_CHIKKABALLAPURA_BAGEPALLI_1237,Karnataka,Chikkaballapura,Bagepalli,,DEPARTMENT_OFFICE,,"Cheluru,ADA office, Bagepalli",AO,,8884003768,8884003768,"Cheluru,ADA office, Bagepalli",,VERIFIED_FROM_OFFICIAL_SOURCE,22,1237,"Cheluru,ADA office, Bagepalli | AO | 8884003768"
KA_CHIKKABALLAPURA_BAGEPALLI_1241,Karnataka,Chikkaballapura,Bagepalli,,DEPARTMENT_OFFICE,,"Mittemari, ADA office, Bagepalli",AO,,8884003725,8884003725,"Mittemari, ADA office, Bagepalli",,VERIFIED_FROM_OFFICIAL_SOURCE,23,1241,"Mittemari, ADA office, Bagepalli | AO | 8884003725"
KA_CHIKKABALLAPURA_GOWRIBIDANUR_1245,Karnataka,Chikkaballapura,Gowribidanur,,DEPARTMENT_OFFICE,,"ADA office, Gowribidanur",ADA,,8277930834,8277930834,"O/o ADA office, Gowribidanur",,VERIFIED_FROM_OFFICIAL_SOURCE,24,1245,"O/o ADA office, Gowribidanur | ADA | 8277930834"
KA_CHIKKABALLAPURA_GOWRIBIDANUR_1249,Karnataka,Chikkaballapura,Gowribidanur,,DEPARTMENT_OFFICE,,"Manchenahalli, ADA office, Gowribidanur",AO-1,,8277930848,8277930848,"O/o Manchenahalli, ADA office, Gowribidanur",,VERIFIED_FROM_OFFICIAL_SOURCE,25,1249,"O/o Manchenahalli, ADA office, Gowribidanur | AO-1 | 8277930848"
KA_CHIKKABALLAPURA_GOWRIBIDANUR_1253,Karnataka,Chikkaballapura,Gowribidanur,,DEPARTMENT_OFFICE,,"Manchenahalli, ADA office, Gowribidanur",AO-2,,8277930836,8277930836,"O/o Manchenahalli, ADA office, Gowribidanur",,VERIFIED_FROM_OFFICIAL_SOURCE,26,1253,"O/o Manchenahalli, ADA office, Gowribidanur | AO-2 | 8277930836"
KA_CHIKKABALLAPURA_GOWRIBIDANUR_1257,Karnataka,Chikkaballapura,Gowribidanur,,DEPARTMENT_OFFICE,,"D.Palya, ADA office, Gowribidanur",AO,,8277930838,8277930838,"O/o D.Palya, ADA office, Gowribidanur",,VERIFIED_FROM_OFFICIAL_SOURCE,27,1257,"O/o D.Palya, ADA office, Gowribidanur | AO | 8277930838"
KA_CHIKKABALLAPURA_GOWRIBIDANUR_1261,Karnataka,Chikkaballapura,Gowribidanur,,DEPARTMENT_OFFICE,,"D.Palya, ADA office, Gowribidanur","Kasaba ADA office, Gowribidanur",,8277930845,8277930845,"O/o D.Palya, ADA office, Gowribidanur",,VERIFIED_FROM_OFFICIAL_SOURCE,28,1261,"Kasaba ADA office, Gowribidanur | 8277930845"
KA_CHIKKABALLAPURA_GOWRIBIDANUR_1264,Karnataka,Chikkaballapura,Gowribidanur,,DEPARTMENT_OFFICE,,"Thondebavi, ADA office, Gowribidanur",AO,,8277930839,8277930839,"O/o Thondebavi, ADA office, Gowribidanur",,VERIFIED_FROM_OFFICIAL_SOURCE,29,1264,"O/o Thondebavi, ADA office, Gowribidanur | AO | 8277930839"
KA_CHIKKABALLAPURA_GOWRIBIDANUR_1268,Karnataka,Chikkaballapura,Gowribidanur,,DEPARTMENT_OFFICE,,"Hosur,ADA office, Gowribidanur",AO,,8277930845,8277930845,"O/o Hosur,ADA office, Gowribidanur",,VERIFIED_FROM_OFFICIAL_SOURCE,30,1268,"O/o Hosur,ADA office, Gowribidanur | AO | 8277930845"
KA_CHIKKABALLAPURA_GOWRIBIDANUR_1272,Karnataka,Chikkaballapura,Gowribidanur,,RSK,"O/oKasaba, ADA office, Gowribidanur","RSK O/oKasaba, ADA office, Gowribidanur",AAO,,8277930843,8277930843,"O/oKasaba, ADA office, Gowribidanur",,VERIFIED_FROM_OFFICIAL_SOURCE,31,1272,"O/oKasaba, ADA office, Gowribidanur | AAO | 8277930843"
KA_CHIKKABALLAPURA_GOWRIBIDANUR_1276,Karnataka,Chikkaballapura,Gowribidanur,,DEPARTMENT_OFFICE,,"O/oNagaragere, ADA office, Gowribidanur",AAO,,8277930847,8277930847,"O/oNagaragere, ADA office, Gowribidanur",,VERIFIED_FROM_OFFICIAL_SOURCE,32,1276,"O/oNagaragere, ADA office, Gowribidanur | AAO | 8277930847"
KA_CHIKKABALLAPURA_GUDIBANDE_1280,Karnataka,Chikkaballapura,Gudibande,,DEPARTMENT_OFFICE,,"ADA Office, Gudibande","ADA,",,8277930832,8277930832,"O/o ADA Office, Gudibande",,VERIFIED_FROM_OFFICIAL_SOURCE,33,1280,"O/o ADA Office, Gudibande | ADA, | 8277930832"
KA_CHIKKABALLAPURA_GUDIBANDE_1284,Karnataka,Chikkaballapura,Gudibande,,DEPARTMENT_OFFICE,,ADA office Gudibande,TO-1,,8277930850,8277930850,O/o ADA office Gudibande,,VERIFIED_FROM_OFFICIAL_SOURCE,34,1284,O/o ADA office Gudibande | TO-1 | 8277930850
KA_CHIKKABALLAPURA_GUDIBANDE_TO_1288,Karnataka,Chikkaballapura,Gudibande TO,,DEPARTMENT_OFFICE,,"O/oSomenahalli, ADA office Gudibande TO-1",A.O.,,8884003814,8884003814,"O/oSomenahalli, ADA office Gudibande TO-1",,VERIFIED_FROM_OFFICIAL_SOURCE,35,1288,"O/oSomenahalli, ADA office Gudibande TO-1 | A.O. | 8884003814"
KA_CHIKKABALLAPURA_GUDIBANDE_1292,Karnataka,Chikkaballapura,Gudibande,,DEPARTMENT_OFFICE,,"O/oKasaba, ADA office Gudibande",A.O.,,8884003844,8884003844,"O/oKasaba, ADA office Gudibande",,VERIFIED_FROM_OFFICIAL_SOURCE,36,1292,"O/oKasaba, ADA office Gudibande | A.O. | 8884003844"
KA_CHIKKABALLAPURA_CHINTAMANI_1296,Karnataka,Chikkaballapura,Chintamani,,DEPARTMENT_OFFICE,,"ADA Office, Chintamani",ADA,,8277930810,8277930810,"O/o ADA Office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,37,1296,"O/o ADA Office, Chintamani | ADA | 8277930810"
KA_CHIKKABALLAPURA_CHINTAMANI_1300,Karnataka,Chikkaballapura,Chintamani,,DEPARTMENT_OFFICE,,"O/o, ADA Office, Chintamani",TO1,,8277932013,8277932013,"O/o, ADA Office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,38,1300,"O/o, ADA Office, Chintamani | TO1 | 8277932013"
KA_CHIKKABALLAPURA_CHINTAMANI_1304,Karnataka,Chikkaballapura,Chintamani,,DEPARTMENT_OFFICE,,"O/o, ADA Office, Chintamani",TO-2,,8277930812,8277930812,"O/o, ADA Office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,39,1304,"O/o, ADA Office, Chintamani | TO-2 | 8277930812"
KA_CHIKKABALLAPURA_CHINTAMANI_1308,Karnataka,Chikkaballapura,Chintamani,,DEPARTMENT_OFFICE,,"Munganahalli,ADA Office, Chintamani",AO,,8277928282,8277928282,"O/o Munganahalli,ADA Office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,40,1308,"O/o Munganahalli,ADA Office, Chintamani | AO | 8277928282"
KA_CHIKKABALLAPURA_CHINTAMANI_1312,Karnataka,Chikkaballapura,Chintamani,,RSK,"O/oKasaba, ADA Office, Chintamani","RSK O/oKasaba, ADA Office, Chintamani",AO,,8277930830,8277930830,"O/oKasaba, ADA Office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,41,1312,"O/oKasaba, ADA Office, Chintamani | AO | 8277930830"
KA_CHIKKABALLAPURA_CHINTAMANI_1316,Karnataka,Chikkaballapura,Chintamani,,DEPARTMENT_OFFICE,,"Ambajidurga, ADA Office, Chintamani",AO,,8884003697,8884003697,"O/o Ambajidurga, ADA Office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,42,1316,"O/o Ambajidurga, ADA Office, Chintamani | AO | 8884003697"
KA_CHIKKABALLAPURA_CHINTAMANI_1320,Karnataka,Chikkaballapura,Chintamani,,DEPARTMENT_OFFICE,,"Ambajidurga, ADA Office, Chintamani",AAO,,8884003722,8884003722,"O/o Ambajidurga, ADA Office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,43,1320,"O/o Ambajidurga, ADA Office, Chintamani | AAO | 8884003722"
KA_CHIKKABALLAPURA_CHINTAMANI_1324,Karnataka,Chikkaballapura,Chintamani,,DEPARTMENT_OFFICE,,"Kaivara, ADA office, Chintamani",AAO,,8884003883,8884003883,"Kaivara, ADA office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,44,1324,"Kaivara, ADA office, Chintamani | AAO | 8884003883"
KA_CHIKKABALLAPURA_CHINTAMANI_1328,Karnataka,Chikkaballapura,Chintamani,,DEPARTMENT_OFFICE,,"Kencharalahalli, ADA Office, Chintamani",AO,,8277928292,8277928292,"O/o Kencharalahalli, ADA Office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,45,1328,"O/o Kencharalahalli, ADA Office, Chintamani | AO | 8277928292"
KA_CHIKKABALLAPURA_CHINTAMANI_1332,Karnataka,Chikkaballapura,Chintamani,,DEPARTMENT_OFFICE,,"Murugamalla, ADA Office, Chintamani",AO,,8884003668,8884003668,"O/o Murugamalla, ADA Office, Chintamani",,VERIFIED_FROM_OFFICIAL_SOURCE,46,1332,"O/o Murugamalla, ADA Office, Chintamani | AO | 8884003668"
KA_CHIKKABALLAPURA_SHIDLAGATTA_1336,Karnataka,Chikkaballapura,Shidlagatta,,DEPARTMENT_OFFICE,,"ADA office, Shidlagatta",ADA,,8277930857,8277930857,"O/o ADA office, Shidlagatta",,VERIFIED_FROM_OFFICIAL_SOURCE,47,1336,"O/o ADA office, Shidlagatta | ADA | 8277930857"
KA_CHIKKABALLAPURA_SHIDLAGATTA_1340,Karnataka,Chikkaballapura,Shidlagatta,,DEPARTMENT_OFFICE,,"ADA office, Shidlagatta",TO-1,,8277930854,8277930854,"O/o ADA office, Shidlagatta",,VERIFIED_FROM_OFFICIAL_SOURCE,48,1340,"O/o ADA office, Shidlagatta | TO-1 | 8277930854"
KA_CHIKKABALLAPURA_SHIDLAGATTA_1344,Karnataka,Chikkaballapura,Shidlagatta,,DEPARTMENT_OFFICE,,"Jangamakote, ADA office, Shidlagatta",AO,,8277930852,8277930852,"O/o Jangamakote, ADA office, Shidlagatta",,VERIFIED_FROM_OFFICIAL_SOURCE,49,1344,"O/o Jangamakote, ADA office, Shidlagatta | AO | 8277930852"
KA_CHIKKABALLAPURA_SHIDLAGATTA_1348,Karnataka,Chikkaballapura,Shidlagatta,,DEPARTMENT_OFFICE,,"Sadali, ADA Office, Shidlagatta",AO,,8277930859,8277930859,"Sadali, ADA Office, Shidlagatta",,VERIFIED_FROM_OFFICIAL_SOURCE,50,1348,"Sadali, ADA Office, Shidlagatta | AO | 8277930859"
KA_CHIKKABALLAPURA_SHIDLAGATTA_1352,Karnataka,Chikkaballapura,Shidlagatta,,RSK,"Kasaba, ADA Office, Shidlagatta","RSK Kasaba, ADA Office, Shidlagatta",AO,,8277930860,8277930860,"Kasaba, ADA Office, Shidlagatta",,VERIFIED_FROM_OFFICIAL_SOURCE,51,1352,"Kasaba, ADA Office, Shidlagatta | AO | 8277930860"
KA_CHIKKABALLAPURA_SHIDLAGATTA_1356,Karnataka,Chikkaballapura,Shidlagatta,,DEPARTMENT_OFFICE,,"Bashettahalli, ADA Office, Shidlagatta",AO,,8277930861,8277930861,"Bashettahalli, ADA Office, Shidlagatta",,VERIFIED_FROM_OFFICIAL_SOURCE,52,1356,"Bashettahalli, ADA Office, Shidlagatta | AO | 8277930861"
KA_CHIKKABALLAPURA_SHIDLAGATTA_1360,Karnataka,Chikkaballapura,Shidlagatta,,DEPARTMENT_OFFICE,,"ADA office, DATC, Kagati",ADA ( FW),,8277930862,8277930862,"O/o ADA office, DATC, Kagati",,VERIFIED_FROM_OFFICIAL_SOURCE,53,1360,"O/o ADA office, DATC, Kagati | ADA ( FW) | 8277930862"
KA_CHIKKABALLAPURA_SHIDLAGATTA_1364,Karnataka,Chikkaballapura,Shidlagatta,,DEPARTMENT_OFFICE,,"DATC, Kagathi",ADA DATC,,8884003876,8884003876,"DATC, Kagathi",,VERIFIED_FROM_OFFICIAL_SOURCE,54,1364,"DATC, Kagathi | ADA DATC | 8884003876"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1373,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"JDA, Chamarajanagar",JDA,,8277930760,8277930760,"O/o JDA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,1,1373,"O/o JDA, Chamarajanagar | JDA | 8277930760"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1377,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"JDA, Chamarajanagar",ADA,,8277930772,8277930772,"O/o JDA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,2,1377,"O/o JDA, Chamarajanagar | ADA | 8277930772"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1381,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"JDA, Chamarajanagar",ADA,,8277930768,8277930768,"O/o JDA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,3,1381,"O/o JDA, Chamarajanagar | ADA | 8277930768"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1385,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"DDA, Chamarajanagar",DDA,,8277930761,8277930761,"O/o DDA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,4,1385,"O/o DDA, Chamarajanagar | DDA | 8277930761"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1389,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"DDA, Chamarajanagar",AO TO,,8277930763,8277930763,"O/o DDA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,5,1389,"O/o DDA, Chamarajanagar | AO TO | 8277930763"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1393,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"ADA, Chamarajanagar",ADA,,8277930765,8277930765,"O/o ADA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,6,1393,"O/o ADA, Chamarajanagar | ADA | 8277930765"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1397,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"ADA, Chamarajanagar",AO,,8277930769,8277930769,"O/o ADA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,7,1397,"O/o ADA, Chamarajanagar | AO | 8277930769"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1401,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"ADA, Chamarajanagar",AO,,8277935591,8277935591,"O/o ADA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,8,1401,"O/o ADA, Chamarajanagar | AO | 8277935591"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1405,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"ADA, Chamarajanagar",AAO,,8277930771,8277930771,"O/o ADA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,9,1405,"O/o ADA, Chamarajanagar | AAO | 8277930771"
KA_CHAMARAJANAGAR_GUNDLUPET_1409,Karnataka,Chamarajanagar,Gundlupet,,DEPARTMENT_OFFICE,,"ADA, Gundlupet",ADA,,8277930774,8277930774,"O/o ADA, Gundlupet",,VERIFIED_FROM_OFFICIAL_SOURCE,10,1409,"O/o ADA, Gundlupet | ADA | 8277930774"
KA_CHAMARAJANAGAR_GUNDLUPET_1413,Karnataka,Chamarajanagar,Gundlupet,,DEPARTMENT_OFFICE,,"ADA, Gundlupet",AO,,8277935594,8277935594,"O/o ADA, Gundlupet",,VERIFIED_FROM_OFFICIAL_SOURCE,11,1413,"O/o ADA, Gundlupet | AO | 8277935594"
KA_CHAMARAJANAGAR_GUNDLUPET_1417,Karnataka,Chamarajanagar,Gundlupet,,DEPARTMENT_OFFICE,,"ADA, Gundlupet",AO,,8277930776,8277930776,"O/o ADA, Gundlupet",,VERIFIED_FROM_OFFICIAL_SOURCE,12,1417,"O/o ADA, Gundlupet | AO | 8277930776"
KA_CHAMARAJANAGAR_KOLLEGALA_1421,Karnataka,Chamarajanagar,Kollegala,,DEPARTMENT_OFFICE,,"ADA, Kollegala",ADA,,8277930783,8277930783,"O/o ADA, Kollegala",,VERIFIED_FROM_OFFICIAL_SOURCE,13,1421,"O/o ADA, Kollegala | ADA | 8277930783"
KA_CHAMARAJANAGAR_CHAMARAJANAGAR_1425,Karnataka,Chamarajanagar,Chamarajanagar,,DEPARTMENT_OFFICE,,"ADA, Chamarajanagar",AO,,8277930766,8277930766,"O/o ADA, Chamarajanagar",,VERIFIED_FROM_OFFICIAL_SOURCE,14,1425,"O/o ADA, Chamarajanagar | AO | 8277930766"
KA_CHAMARAJANAGAR_KOLLEGALA_1429,Karnataka,Chamarajanagar,Kollegala,,DEPARTMENT_OFFICE,,"ADA, Kollegala",AO,,8277935596,8277935596,"O/o ADA, Kollegala",,VERIFIED_FROM_OFFICIAL_SOURCE,15,1429,"O/o ADA, Kollegala | AO | 8277935596"
KA_CHAMARAJANAGAR_KOLLEGALA_1433,Karnataka,Chamarajanagar,Kollegala,,DEPARTMENT_OFFICE,,"ADA, Kollegala",AO,,8277930785,8277930785,"O/o ADA, Kollegala",,VERIFIED_FROM_OFFICIAL_SOURCE,16,1433,"O/o ADA, Kollegala | AO | 8277930785"
KA_CHAMARAJANAGAR_KOLLEGALA_1437,Karnataka,Chamarajanagar,Kollegala,,DEPARTMENT_OFFICE,,"ADA, Kollegala",AO,,8277935595,8277935595,"O/o ADA, Kollegala",,VERIFIED_FROM_OFFICIAL_SOURCE,17,1437,"O/o ADA, Kollegala | AO | 8277935595"
KA_CHAMARAJANAGAR_KOLLEGALA_1441,Karnataka,Chamarajanagar,Kollegala,,DEPARTMENT_OFFICE,,"ADA, Kollegala",AO,,8277930794,8277930794,"O/o ADA, Kollegala",,VERIFIED_FROM_OFFICIAL_SOURCE,18,1441,"O/o ADA, Kollegala | AO | 8277930794"
KA_CHAMARAJANAGAR_YELANDUR_1445,Karnataka,Chamarajanagar,Yelandur,,DEPARTMENT_OFFICE,,"ADA, Yelandur",ADA,,8277930793,8277930793,"O/o ADA, Yelandur",,VERIFIED_FROM_OFFICIAL_SOURCE,19,1445,"O/o ADA, Yelandur | ADA | 8277930793"
KA_CHAMARAJANAGAR_YELANDUR_1449,Karnataka,Chamarajanagar,Yelandur,,DEPARTMENT_OFFICE,,"ADA, Yelandur",AAO,,8277930797,8277930797,"O/o ADA, Yelandur",,VERIFIED_FROM_OFFICIAL_SOURCE,20,1449,"O/o ADA, Yelandur | AAO | 8277930797"
KA_CHIKKAMAGALURU_CHIKKAMAGALURU_1458,Karnataka,Chikkamagaluru,Chikkamagaluru,,DEPARTMENT_OFFICE,,Joint Director of Agriculture,Joint Director of Agriculture,,8277930890,8277930890,Joint Director of Agriculture,,VERIFIED_FROM_OFFICIAL_SOURCE,1,1458,Joint Director of Agriculture | Joint Director of Agriculture | 8277930890
KA_CHIKKAMAGALURU_CHIKKAMAGALURU_1462,Karnataka,Chikkamagaluru,Chikkamagaluru,,DEPARTMENT_OFFICE,,Deputy Director of Agriculture-1 (Incharge),Deputy Director of Agriculture-1,,8277930891,8277930891,Deputy Director of Agriculture-1 (Incharge),,VERIFIED_FROM_OFFICIAL_SOURCE,2,1462,Deputy Director of Agriculture-1 (Incharge) | Deputy Director of Agriculture-1 | 8277930891
KA_CHIKKAMAGALURU_CHIKKAMAGALURU_1466,Karnataka,Chikkamagaluru,Chikkamagaluru,,DEPARTMENT_OFFICE,,Deputy Director of Agriculture-2,Deputy Director of Agriculture-2,,8277930892,8277930892,Deputy Director of Agriculture-2,,VERIFIED_FROM_OFFICIAL_SOURCE,3,1466,Deputy Director of Agriculture-2 | Deputy Director of Agriculture-2 | 8277930892
KA_CHIKKAMAGALURU_CHIKKAMAGALURU_1470,Karnataka,Chikkamagaluru,Chikkamagaluru,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture (VIJ),Assistant Director of Agriculture (VIJ),,8277930893,8277930893,Assistant Director of Agriculture (VIJ),,VERIFIED_FROM_OFFICIAL_SOURCE,4,1470,Assistant Director of Agriculture (VIJ) | Assistant Director of Agriculture (VIJ) | 8277930893
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1474,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture chikkamagalur,Assistant Director of Agriculture,,8277930894,8277930894,Assistant Director of Agriculture chikkamagalur,,VERIFIED_FROM_OFFICIAL_SOURCE,5,1474,Assistant Director of Agriculture chikkamagalur | Assistant Director of Agriculture | 8277930894
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1478,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture (Farm women),Assistant Director of Agriculture (Farm women),,8277930895,8277930895,Assistant Director of Agriculture (Farm women),,VERIFIED_FROM_OFFICIAL_SOURCE,6,1478,Assistant Director of Agriculture (Farm women) | Assistant Director of Agriculture (Farm women) | 8277930895
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1482,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture (M &E),Assistant Director of Agriculture (M &E),,8277930896,8277930896,Assistant Director of Agriculture (M &E),,VERIFIED_FROM_OFFICIAL_SOURCE,7,1482,Assistant Director of Agriculture (M &E) | Assistant Director of Agriculture (M &E) | 8277930896
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1486,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture (HQ),Assistant Director of Agriculture (HQ),,8277928484,8277928484,Assistant Director of Agriculture (HQ),,VERIFIED_FROM_OFFICIAL_SOURCE,8,1486,Assistant Director of Agriculture (HQ) | Assistant Director of Agriculture (HQ) | 8277928484
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1490,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture (SMS),Assistant Director of Agriculture (SMS),,8277928486,8277928486,Assistant Director of Agriculture (SMS),,VERIFIED_FROM_OFFICIAL_SOURCE,9,1490,Assistant Director of Agriculture (SMS) | Assistant Director of Agriculture (SMS) | 8277928486
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1494,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277930897,8277930897,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,10,1494,Agriculture Officer | Agriculture Officer | 8277930897
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1498,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer (TO-1),Agriculture Officer (TO-1),,8277930898,8277930898,Agriculture Officer (TO-1),,VERIFIED_FROM_OFFICIAL_SOURCE,11,1498,Agriculture Officer (TO-1) | Agriculture Officer (TO-1) | 8277930898
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1502,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277930899,8277930899,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,12,1502,Agriculture Officer | Agriculture Officer | 8277930899
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1506,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer (TO-2),Agriculture Officer (TO-2),,8277930902,8277930902,Agriculture Officer (TO-2),,VERIFIED_FROM_OFFICIAL_SOURCE,13,1506,Agriculture Officer (TO-2) | Agriculture Officer (TO-2) | 8277930902
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1510,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer (TO-3),Agriculture Officer (TO-3),,8277930904,8277930904,Agriculture Officer (TO-3),,VERIFIED_FROM_OFFICIAL_SOURCE,14,1510,Agriculture Officer (TO-3) | Agriculture Officer (TO-3) | 8277930904
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1514,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture,Assistant Director of Agriculture,,8277930913,8277930913,Assistant Director of Agriculture,,VERIFIED_FROM_OFFICIAL_SOURCE,15,1514,Assistant Director of Agriculture | Assistant Director of Agriculture | 8277930913
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1518,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture,Assistant Director of Agriculture,,8277930914,8277930914,Assistant Director of Agriculture,,VERIFIED_FROM_OFFICIAL_SOURCE,16,1518,Assistant Director of Agriculture | Assistant Director of Agriculture | 8277930914
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1522,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277930915,8277930915,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,17,1522,Agriculture Officer | Agriculture Officer | 8277930915
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1526,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Assistant,Agriculture Assistant,,8277930920,8277930920,Agriculture Assistant,,VERIFIED_FROM_OFFICIAL_SOURCE,18,1526,Agriculture Assistant | Agriculture Assistant | 8277930920
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1530,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture,Assistant Director of Agriculture,,8277930921,8277930921,Assistant Director of Agriculture,,VERIFIED_FROM_OFFICIAL_SOURCE,19,1530,Assistant Director of Agriculture | Assistant Director of Agriculture | 8277930921
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1534,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Agriculture Officer,Agriculture Officer,,8277930922,8277930922,Agriculture Officer,,VERIFIED_FROM_OFFICIAL_SOURCE,20,1534,Agriculture Officer | Agriculture Officer | 8277930922
KA_CHIKKAMAGALURU_CHIKKAMAGALUR_1538,Karnataka,Chikkamagaluru,chikkamagalur,,DEPARTMENT_OFFICE,,Assistant Director of Agriculture,Assistant Director of Agriculture,,8277930923,8277930923,Assistant Director of Agriculture,,VERIFIED_FROM_OFFICIAL_SOURCE,21,1538,Assistant Director of Agriculture | Assistant Director of Agriculture | 8277930923
