dataset_id,crop,class,file_path,width,height,format,file_size,readable,blur_score_if_available,brightness_score_if_available,quality_flag,reason
DS_SUGAR_02,Sugarcane,Healthy,test\images\S_H-96-_JPG.rf.a5bbf6b382dfe8be2f7aa153d3720571.jpg,640,640,JPEG,37620,True,688.43,126.47,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-1-_jpg.rf.ac62c73e2ec23006ba09a1b6c72722e1.jpg,640,640,JPEG,46199,True,516.94,130.2,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-22-_JPG.rf.9184efd4b66418b313bbc0fdd4534e02.jpg,640,640,JPEG,29267,True,216.26,113.68,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-33-_JPG.rf.32d9a39c7061d0402d128d878f3ea5ac.jpg,640,640,JPEG,52711,True,2314.82,146.99,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-35-_JPG.rf.9e182fe213c4cddf46959b73fb7a2f03.jpg,640,640,JPEG,71250,True,4283.25,133.12,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-41-_JPG.rf.e771d01f03e5cb9ab6008c788fbfa2d7.jpg,640,640,JPEG,38774,True,836.68,155.0,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-42-_JPG.rf.626423943305407c5e226dbc031c745e.jpg,640,640,JPEG,38715,True,443.08,176.7,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-48-_JPG.rf.65caa6f9b59ee859b7753738c103ec7e.jpg,640,640,JPEG,29474,True,265.98,121.16,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-49-_JPG.rf.19b32b921ea0d2291fb1e850925ab131.jpg,640,640,JPEG,33486,True,411.21,79.09,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-5-_JPG.rf.4184cc7af557b7e9d8f11f8d4a2d6dc5.jpg,640,640,JPEG,55758,True,3725.83,99.18,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-62-_JPG.rf.5c7942fb4f2115217e56780d805746f5.jpg,640,640,JPEG,53197,True,2113.86,110.13,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-68-_JPG.rf.1d1e8c1aaf91d02381a5251c9df1cb2d.jpg,640,640,JPEG,70419,True,2775.77,108.09,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-69-_JPG.rf.4da649bc6d94eb71766b9caad51e895a.jpg,640,640,JPEG,57968,True,2286.77,108.68,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-72-_jpg.rf.99e4c82aa47c32adfff108a82a948d60.jpg,640,640,JPEG,62742,True,474.84,162.11,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-74-_JPG.rf.44f845ce72294596bb21a5765cda0785.jpg,640,640,JPEG,54809,True,1834.25,104.97,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-77-_JPG.rf.a1a8bff926a3bd0c33389ceb25c4ddb9.jpg,640,640,JPEG,77674,True,3630.09,106.33,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-8-_JPG.rf.5af31a717f071df790317588fd071e24.jpg,640,640,JPEG,38569,True,875.54,169.23,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-81-_JPG.rf.78afa40a7fee63703a83b6c94c6397fa.jpg,640,640,JPEG,47534,True,1357.65,96.15,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-82-_JPG.rf.62c9f5221da05387788d2adae2c616d5.jpg,640,640,JPEG,65387,True,2168.53,129.06,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-84-_JPG.rf.8fbeef74a02e2d6a90d7549e2904f425.jpg,640,640,JPEG,43022,True,1262.46,97.93,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-87-_JPG.rf.3dc0f0936fc2b0bd7cb667083e74350a.jpg,640,640,JPEG,41667,True,1078.59,105.4,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-89-_JPG.rf.bd60f0e526da79b87304385aba25e2c3.jpg,640,640,JPEG,38495,True,563.37,95.77,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-91-_JPG.rf.498e31d3abc85a6c811d296f3d9e52fa.jpg,640,640,JPEG,64026,True,2700.15,114.4,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-94-_JPG.rf.5ada4a8c16672407c863fae7c2a4a623.jpg,640,640,JPEG,76942,True,3012.02,112.39,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-95-_JPG.rf.35ae3154581f6e451fc66950afed11d8.jpg,640,640,JPEG,81590,True,3999.4,114.94,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,test\images\S_RR-99-_JPG.rf.bff73053141c77495dff870fdc24c5df.jpg,640,640,JPEG,69124,True,3151.73,114.38,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-1-_JPG.rf.990f10b3973a353e2ade44bd3ac9a863.jpg,640,640,JPEG,32923,True,464.81,90.78,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-11-_JPG.rf.b7bb41ea8d10e4adef07aa7661e67885.jpg,640,640,JPEG,36312,True,612.83,96.27,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-14-_JPG.rf.9ced19cc1053d231bd51668555260ffd.jpg,640,640,JPEG,36610,True,768.93,84.31,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-15-_JPG.rf.378b8f21ae39b46b3953d80a1b15e802.jpg,640,640,JPEG,38968,True,484.7,101.36,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-16-_JPG.rf.250c9fd7477dad5105d5629431414175.jpg,640,640,JPEG,37251,True,485.1,99.93,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-17-_JPG.rf.070be3b56cbd0dc01caa77634bdf02d4.jpg,640,640,JPEG,38622,True,705.12,104.28,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-18-_JPG.rf.8cadddd8b4d99e65f715c5351bd5a3de.jpg,640,640,JPEG,42810,True,1097.3,90.76,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-19-_JPG.rf.fb6ea2e33455a4721f2bf4ca1825c4c4.jpg,640,640,JPEG,39465,True,790.6,95.27,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-2-_JPG.rf.ecc29f5f0f37bbcf3671a9fd30715b96.jpg,640,640,JPEG,36501,True,335.65,113.72,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-26-_JPG.rf.2faa086097ec0cd2a399130e2dc5611f.jpg,640,640,JPEG,47064,True,1329.47,102.71,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-28-_JPG.rf.f10eb3d3c65acf336b2dd5669e295588.jpg,640,640,JPEG,33231,True,434.0,100.7,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-29-_JPG.rf.5d35697eab1619452976c834f006a525.jpg,640,640,JPEG,32029,True,281.45,116.78,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-31-_JPG.rf.34d957f6ac6d4c09cdeefe5f1318a530.jpg,640,640,JPEG,48172,True,1714.9,114.87,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-32-_JPG.rf.b9b21dedf45d68cbaa694a46391364e9.jpg,640,640,JPEG,54100,True,1751.53,127.59,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-34-_JPG.rf.da6f53c2c7e263933e39923a840712d4.jpg,640,640,JPEG,56788,True,1245.49,114.09,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-35-_JPG.rf.2fa7350e78fc2092ec6d4a201999190a.jpg,640,640,JPEG,57277,True,1273.63,118.24,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-37-_JPG.rf.c7828be89f957d83ed3ae57ef86a238b.jpg,640,640,JPEG,49055,True,1427.75,92.03,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-4-_JPG.rf.cc275fd776d7098a8fa26e09bf8be187.jpg,640,640,JPEG,34246,True,592.03,103.44,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-40-_JPG.rf.725c8561d1fa1313bf1cfe45b5190f0a.jpg,640,640,JPEG,47631,True,1237.73,106.29,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-41-_JPG.rf.698603949e883d462c8bc9d72c113528.jpg,640,640,JPEG,51151,True,1336.96,108.18,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-42-_JPG.rf.48bb02aaac628b668b4b0abe9707003f.jpg,640,640,JPEG,51805,True,1606.76,106.69,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-44-_JPG.rf.9d149b7bc49d9364c3de7a996a429850.jpg,640,640,JPEG,59011,True,2306.89,105.98,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-45-_JPG.rf.2f409d31699d44616a4efb3fd56b9dc2.jpg,640,640,JPEG,53330,True,1510.28,114.48,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-46-_JPG.rf.736af0e647c8d6cbcc39c184984b06ed.jpg,640,640,JPEG,49389,True,1347.14,97.77,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-47-_JPG.rf.fc68917670b87ef7c45ba8cbb6eae6e5.jpg,640,640,JPEG,51112,True,1449.14,98.46,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-48-_JPG.rf.8a1baac86a0ef528e97aa665b6668494.jpg,640,640,JPEG,47458,True,1340.54,99.71,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-5-_JPG.rf.84864d740ebfeb3c3fb446cf1d11666b.jpg,640,640,JPEG,38868,True,495.67,101.15,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-50-_JPG.rf.1a7c6c325c75fe844fb79ca32b9d648f.jpg,640,640,JPEG,42085,True,1094.74,104.36,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-51-_JPG.rf.01488bf12af7bc2a98f53d81f3510056.jpg,640,640,JPEG,113644,True,4368.98,126.05,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-53-_JPG.rf.41118612942167695410dca16f492ab1.jpg,640,640,JPEG,118363,True,3283.34,123.32,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-54-_JPG.rf.96c058a390e16cedba0e3ee8a77efa67.jpg,640,640,JPEG,98454,True,3598.26,115.83,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-55-_JPG.rf.348aec72e3f4c39d3c7af886f0d1b26e.jpg,640,640,JPEG,72948,True,3314.86,118.52,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-56-_JPG.rf.9307d2ac04f27e1ef21ee4a579a620c9.jpg,640,640,JPEG,55302,True,2960.79,115.7,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-57-_JPG.rf.5fbf1e3ae5964d83721c8724c95f8180.jpg,640,640,JPEG,44920,True,1630.39,111.82,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-58-_JPG.rf.7c8ad2778f490542cd698d463a45d8ab.jpg,640,640,JPEG,54070,True,1746.5,108.44,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-59-_JPG.rf.6cc14e34d8bea9768f6d39d65e3c5d62.jpg,640,640,JPEG,76053,True,3052.18,119.89,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-60-_JPG.rf.81f84f1977c7f4f51cd3780acc30fba8.jpg,640,640,JPEG,48830,True,1635.27,112.56,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-61-_JPG.rf.ad07c9f63368fc16a13dd536310b47ac.jpg,640,640,JPEG,46959,True,1210.69,128.51,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-62-_JPG.rf.051271ec52f5cd1fe7867f33bc0e8f83.jpg,640,640,JPEG,54020,True,1832.93,122.34,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-65-_JPG.rf.005ee9afe28dde73b1b4a35a0459ef18.jpg,640,640,JPEG,51551,True,1923.74,114.83,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-66-_JPG.rf.9dc9b9cdbf70c4f6db059cc5944308ef.jpg,640,640,JPEG,64423,True,2709.12,118.77,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-68-_JPG.rf.fb52671eeec90cfe59e0892e479a37bf.jpg,640,640,JPEG,55348,True,1830.39,118.27,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-69-_JPG.rf.ae22aaf81c9d32be41ca619277a5a7e7.jpg,640,640,JPEG,59317,True,2953.36,109.21,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-7-_JPG.rf.3476138f10bfebae26139aa5a8669214.jpg,640,640,JPEG,42458,True,953.28,103.22,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-71-_JPG.rf.5ef22ed099828709ee945981d81f26d4.jpg,640,640,JPEG,53511,True,1858.18,115.76,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-72-_JPG.rf.2fdf0b4818fa499de6a544edb8653d20.jpg,640,640,JPEG,52886,True,2113.25,85.15,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-73-_JPG.rf.c3232f1dcd6d6993bafce9b80693cc9e.jpg,640,640,JPEG,54123,True,2006.45,99.69,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-74-_JPG.rf.f42ceb03118c6cd25ef1c91954cfcb19.jpg,640,640,JPEG,56645,True,2313.01,107.26,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-75-_JPG.rf.0e25de7932814a6b881fb8f92baba468.jpg,640,640,JPEG,87157,True,3595.03,115.51,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-76-_JPG.rf.57b3289263240948515abb63c2ce65f8.jpg,640,640,JPEG,51377,True,2287.3,109.34,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-77-_JPG.rf.d36bee26ac2ee21b52001647f1c99c42.jpg,640,640,JPEG,47859,True,1408.62,105.47,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-78-_JPG.rf.3d88f1a14507197d22bea39bfeeda833.jpg,640,640,JPEG,55326,True,2010.17,104.54,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-79-_JPG.rf.d0c02f4015bc85d2ff3de2f668e056ce.jpg,640,640,JPEG,61764,True,2287.43,97.19,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-8-_JPG.rf.6e3d78053249debf402bf4f63e86b360.jpg,640,640,JPEG,38885,True,433.8,102.89,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-80-_JPG.rf.44d8dc3671e72d2ab60ff9a4e171b2c4.jpg,640,640,JPEG,62521,True,3613.78,108.71,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-81-_JPG.rf.c2bcf498e56053511fe7081a07bb7cc6.jpg,640,640,JPEG,83559,True,3356.75,116.48,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-83-_JPG.rf.cc47bbe1508c576cead3841512999d2a.jpg,640,640,JPEG,59805,True,4775.53,121.29,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-86-_JPG.rf.6791e6f34e4a33b580b62a052498d2a6.jpg,640,640,JPEG,46423,True,1129.57,117.58,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-87-_JPG.rf.f65a328c042555434c15d0eee773c32b.jpg,640,640,JPEG,44382,True,1093.24,129.31,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-88-_JPG.rf.5ea8f7d86b358bdcbf4a73417e5a802f.jpg,640,640,JPEG,34682,True,365.68,105.86,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-89-_JPG.rf.f82a57cf6c0af443c6db80969afdddcc.jpg,640,640,JPEG,33955,True,245.13,108.25,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-90-_JPG.rf.8d64cb53a6be8a17b847189cb7450c99.jpg,640,640,JPEG,38558,True,502.8,99.36,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-91-_JPG.rf.db5a7ea4dbe568a6031948ce10082a46.jpg,640,640,JPEG,69294,True,2177.51,114.4,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-92-_JPG.rf.7ba6d87eb9c324a32322b53db96450cf.jpg,640,640,JPEG,60181,True,2106.0,112.18,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-93-_JPG.rf.35e3312d715d8198b124eff38b55e804.jpg,640,640,JPEG,98236,True,5048.87,106.09,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-94-_JPG.rf.a7fb28d6876074f46c09c0cad1cdd85d.jpg,640,640,JPEG,67423,True,3161.41,128.32,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-95-_JPG.rf.31f8e2bdb19f8f352b3b5c322b5e3b84.jpg,640,640,JPEG,65086,True,2543.55,126.84,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-96-_JPG.rf.149657903e689cc38528b8054e56ee37.jpg,640,640,JPEG,42363,True,1009.2,106.9,CLEAN,Passes technical checks
